ENSMUSG00000089914	4930486I03Rik	Gene Expression
ENSMUSG00000099906	Gm28653	Gene Expression
ENSMUSG00000025929	Il17a	Gene Expression
ENSMUSG00000041872	Il17f	Gene Expression
ENSMUSG00000041859	Mcm3	Gene Expression
ENSMUSG00000102121	Gm28065	Gene Expression
ENSMUSG00000097934	6720483E21Rik	Gene Expression
ENSMUSG00000025931	Paqr8	Gene Expression
ENSMUSG00000041809	Efhc1	Gene Expression
ENSMUSG00000041779	Tram2	Gene Expression
ENSMUSG00000099971	Gm28287	Gene Expression
ENSMUSG00000025933	Tmem14a	Gene Expression
ENSMUSG00000025934	Gsta3	Gene Expression
ENSMUSG00000099343	Gm28836	Gene Expression
ENSMUSG00000067750	Khdc1a	Gene Expression
ENSMUSG00000041722	Khdc1c	Gene Expression
ENSMUSG00000085079	Khdc1b	Gene Expression
ENSMUSG00000028033	Kcnq5	Gene Expression
ENSMUSG00000097109	Gm26580	Gene Expression
ENSMUSG00000041670	Rims1	Gene Expression
ENSMUSG00000073730	4933415F23Rik	Gene Expression
ENSMUSG00000097970	Gm27028	Gene Expression
ENSMUSG00000100775	Gm29107	Gene Expression
ENSMUSG00000026158	Ogfrl1	Gene Expression
ENSMUSG00000099503	Gm28822	Gene Expression
ENSMUSG00000026156	B3gat2	Gene Expression
ENSMUSG00000026155	Smap1	Gene Expression
ENSMUSG00000026154	Sdhaf4	Gene Expression
ENSMUSG00000026153	Fam135a	Gene Expression
ENSMUSG00000026147	Col9a1	Gene Expression
ENSMUSG00000026141	Col19a1	Gene Expression
ENSMUSG00000073725	Lmbrd1	Gene Expression
ENSMUSG00000100483	Gm28237	Gene Expression
ENSMUSG00000099392	Gm29414	Gene Expression
ENSMUSG00000033569	Adgrb3	Gene Expression
ENSMUSG00000073722	4931408C20Rik	Gene Expression
ENSMUSG00000101514	Gm5524	Gene Expression
ENSMUSG00000048411	Gm597	Gene Expression
ENSMUSG00000053185	Gm9898	Gene Expression
ENSMUSG00000048874	Phf3	Gene Expression
ENSMUSG00000026064	Ptp4a1	Gene Expression
ENSMUSG00000100371	Gm29669	Gene Expression
ENSMUSG00000100237	Gm28644	Gene Expression
ENSMUSG00000086727	4931428L18Rik	Gene Expression
ENSMUSG00000100910	Gm29128	Gene Expression
ENSMUSG00000050217	Lgsn	Gene Expression
ENSMUSG00000026063	Pih1d3	Gene Expression
ENSMUSG00000026058	Khdrbs2	Gene Expression
ENSMUSG00000091318	Gm5415	Gene Expression
ENSMUSG00000102917	Gm37724	Gene Expression
ENSMUSG00000104230	Gm37591	Gene Expression
ENSMUSG00000026134	Prim2	Gene Expression
ENSMUSG00000004768	Rab23	Gene Expression
ENSMUSG00000042215	Bag2	Gene Expression
ENSMUSG00000042197	Zfp451	Gene Expression
ENSMUSG00000042182	Bend6	Gene Expression
ENSMUSG00000026131	Dst	Gene Expression
ENSMUSG00000104397	Gm37958	Gene Expression
ENSMUSG00000102336	Gm37233	Gene Expression
ENSMUSG00000042111	Ccdc115	Gene Expression
ENSMUSG00000101711	Gm28306	Gene Expression
ENSMUSG00000026127	Imp4	Gene Expression
ENSMUSG00000026126	Ptpn18	Gene Expression
ENSMUSG00000101223	4930568A12Rik	Gene Expression
ENSMUSG00000026125	Prss39	Gene Expression
ENSMUSG00000026124	Cfc1	Gene Expression
ENSMUSG00000037529	Prss40	Gene Expression
ENSMUSG00000045815	1700101I19Rik	Gene Expression
ENSMUSG00000045174	Amer3	Gene Expression
ENSMUSG00000037509	Arhgef4	Gene Expression
ENSMUSG00000104002	Gm38336	Gene Expression
ENSMUSG00000037503	Fam168b	Gene Expression
ENSMUSG00000026123	Plekhb2	Gene Expression
ENSMUSG00000104417	Gm37068	Gene Expression
ENSMUSG00000101714	Gm28415	Gene Expression
ENSMUSG00000102531	1110002O04Rik	Gene Expression
ENSMUSG00000102279	Gm37146	Gene Expression
ENSMUSG00000103708	Gm33222	Gene Expression
ENSMUSG00000104201	4930535G08Rik	Gene Expression
ENSMUSG00000045216	Hs6st1	Gene Expression
ENSMUSG00000104523	Gm37335	Gene Expression
ENSMUSG00000102202	Gm33280	Gene Expression
ENSMUSG00000037470	Uggt1	Gene Expression
ENSMUSG00000047180	Neurl3	Gene Expression
ENSMUSG00000037447	Arid5a	Gene Expression
ENSMUSG00000102762	4930403P22Rik	Gene Expression
ENSMUSG00000010453	Kansl3	Gene Expression
ENSMUSG00000037432	Fer1l5	Gene Expression
ENSMUSG00000001143	Lman2l	Gene Expression
ENSMUSG00000037408	Cnnm4	Gene Expression
ENSMUSG00000001138	Cnnm3	Gene Expression
ENSMUSG00000102845	Gm38033	Gene Expression
ENSMUSG00000067653	Ankrd23	Gene Expression
ENSMUSG00000109510	Gm42417	Gene Expression
ENSMUSG00000079610	Ankrd39	Gene Expression
ENSMUSG00000026121	Sema4c	Gene Expression
ENSMUSG00000046337	Fam178b	Gene Expression
ENSMUSG00000061518	Cox5b	Gene Expression
ENSMUSG00000037351	Actr1b	Gene Expression
ENSMUSG00000102416	4933424G06Rik	Gene Expression
ENSMUSG00000104237	Gm33533	Gene Expression
ENSMUSG00000026117	Zap70	Gene Expression
ENSMUSG00000026116	Tmem131	Gene Expression
ENSMUSG00000050122	Vwa3b	Gene Expression
ENSMUSG00000103603	Gm37020	Gene Expression
ENSMUSG00000026114	Cnga3	Gene Expression
ENSMUSG00000026113	Inpp4a	Gene Expression
ENSMUSG00000086064	4930439A04Rik	Gene Expression
ENSMUSG00000026112	Coa5	Gene Expression
ENSMUSG00000026111	Unc50	Gene Expression
ENSMUSG00000026110	Mgat4a	Gene Expression
ENSMUSG00000026090	2010300C02Rik	Gene Expression
ENSMUSG00000089767	4930556I23Rik	Gene Expression
ENSMUSG00000060771	Tsga10	Gene Expression
ENSMUSG00000097268	Gm26805	Gene Expression
ENSMUSG00000037216	Lipt1	Gene Expression
ENSMUSG00000026088	Mitd1	Gene Expression
ENSMUSG00000026087	Mrpl30	Gene Expression
ENSMUSG00000061584	Lyg2	Gene Expression
ENSMUSG00000087374	Gm15457	Gene Expression
ENSMUSG00000026085	Lyg1	Gene Expression
ENSMUSG00000058407	Txndc9	Gene Expression
ENSMUSG00000026083	Eif5b	Gene Expression
ENSMUSG00000026082	Rev1	Gene Expression
ENSMUSG00000102716	Gm5099	Gene Expression
ENSMUSG00000037138	Aff3	Gene Expression
ENSMUSG00000085391	Gm16150	Gene Expression
ENSMUSG00000085280	Gm16151	Gene Expression
ENSMUSG00000087131	Gm16152	Gene Expression
ENSMUSG00000048814	Lonrf2	Gene Expression
ENSMUSG00000026080	Chst10	Gene Expression
ENSMUSG00000103647	Gm37707	Gene Expression
ENSMUSG00000067604	Nms	Gene Expression
ENSMUSG00000026078	Pdcl3	Gene Expression
ENSMUSG00000104188	Gm37821	Gene Expression
ENSMUSG00000026077	Npas2	Gene Expression
ENSMUSG00000073702	Rpl31	Gene Expression
ENSMUSG00000003134	Tbc1d8	Gene Expression
ENSMUSG00000003135	Cnot11	Gene Expression
ENSMUSG00000048234	Rnf149	Gene Expression
ENSMUSG00000050967	Creg2	Gene Expression
ENSMUSG00000097083	D930019O06Rik	Gene Expression
ENSMUSG00000057173	Rfx8	Gene Expression
ENSMUSG00000091937	Gm3646	Gene Expression
ENSMUSG00000101634	1700066B17Rik	Gene Expression
ENSMUSG00000026074	Map4k4	Gene Expression
ENSMUSG00000026073	Il1r2	Gene Expression
ENSMUSG00000097899	Gm16894	Gene Expression
ENSMUSG00000026072	Il1r1	Gene Expression
ENSMUSG00000070942	Il1rl2	Gene Expression
ENSMUSG00000026069	Il1rl1	Gene Expression
ENSMUSG00000026070	Il18r1	Gene Expression
ENSMUSG00000026068	Il18rap	Gene Expression
ENSMUSG00000104441	Gm35801	Gene Expression
ENSMUSG00000026065	Slc9a4	Gene Expression
ENSMUSG00000026062	Slc9a2	Gene Expression
ENSMUSG00000103679	Gm37623	Gene Expression
ENSMUSG00000103270	Gm37915	Gene Expression
ENSMUSG00000041945	Mfsd9	Gene Expression
ENSMUSG00000079588	Tmem182	Gene Expression
ENSMUSG00000104072	4930448I06Rik	Gene Expression
ENSMUSG00000100185	Gm28634	Gene Expression
ENSMUSG00000100832	Gm29260	Gene Expression
ENSMUSG00000053640	Gm9915	Gene Expression
ENSMUSG00000101919	Gm29664	Gene Expression
ENSMUSG00000101299	Gm28175	Gene Expression
ENSMUSG00000100180	Gm28140	Gene Expression
ENSMUSG00000060424	Pantr1	Gene Expression
ENSMUSG00000045515	Pou3f3	Gene Expression
ENSMUSG00000099784	Dalir	Gene Expression
ENSMUSG00000060679	Mrps9	Gene Expression
ENSMUSG00000041907	Gpr45	Gene Expression
ENSMUSG00000070939	Tgfbrap1	Gene Expression
ENSMUSG00000100269	Gm28782	Gene Expression
ENSMUSG00000041878	8430432A02Rik	Gene Expression
ENSMUSG00000010290	AI597479	Gene Expression
ENSMUSG00000008136	Fhl2	Gene Expression
ENSMUSG00000099576	Gm29040	Gene Expression
ENSMUSG00000066877	Nck2	Gene Expression
ENSMUSG00000026051	1500015O10Rik	Gene Expression
ENSMUSG00000100764	Gm29155	Gene Expression
ENSMUSG00000100635	Gm29157	Gene Expression
ENSMUSG00000100480	Gm29156	Gene Expression
ENSMUSG00000057363	Uxs1	Gene Expression
ENSMUSG00000041763	Tpp2	Gene Expression
ENSMUSG00000047343	Mettl21c	Gene Expression
ENSMUSG00000091844	Gm8251	Gene Expression
ENSMUSG00000026049	Tex30	Gene Expression
ENSMUSG00000026047	Kdelc1	Gene Expression
ENSMUSG00000041684	Bivm	Gene Expression
ENSMUSG00000026048	Ercc5	Gene Expression
ENSMUSG00000046828	Mettl21e	Gene Expression
ENSMUSG00000056870	Gulp1	Gene Expression
ENSMUSG00000101701	4930521E06Rik	Gene Expression
ENSMUSG00000026043	Col3a1	Gene Expression
ENSMUSG00000026042	Col5a2	Gene Expression
ENSMUSG00000025995	Wdr75	Gene Expression
ENSMUSG00000098549	Gm5269	Gene Expression
ENSMUSG00000025993	Slc40a1	Gene Expression
ENSMUSG00000041144	Dnah7b	Gene Expression
ENSMUSG00000101337	Dnah7c	Gene Expression
ENSMUSG00000025986	Slc39a10	Gene Expression
ENSMUSG00000100213	Gm28151	Gene Expression
ENSMUSG00000101447	Gm28826	Gene Expression
ENSMUSG00000051616	C230029F24Rik	Gene Expression
ENSMUSG00000099608	4933411E06Rik	Gene Expression
ENSMUSG00000100451	Gm29665	Gene Expression
ENSMUSG00000100816	Gm28321	Gene Expression
ENSMUSG00000026109	Tmeff2	Gene Expression
ENSMUSG00000100671	Gm28322	Gene Expression
ENSMUSG00000101242	Gm28319	Gene Expression
ENSMUSG00000099625	Gm29325	Gene Expression
ENSMUSG00000101799	9330175M20Rik	Gene Expression
ENSMUSG00000045954	Cavin2	Gene Expression
ENSMUSG00000101702	1700072G22Rik	Gene Expression
ENSMUSG00000026107	Nabp1	Gene Expression
ENSMUSG00000099413	Gm17767	Gene Expression
ENSMUSG00000101741	Gm28055	Gene Expression
ENSMUSG00000018417	Myo1b	Gene Expression
ENSMUSG00000062939	Stat4	Gene Expression
ENSMUSG00000109599	Gm31812	Gene Expression
ENSMUSG00000026104	Stat1	Gene Expression
ENSMUSG00000026103	Gls	Gene Expression
ENSMUSG00000002881	Nab1	Gene Expression
ENSMUSG00000100120	Gm553	Gene Expression
ENSMUSG00000099878	Gm28178	Gene Expression
ENSMUSG00000043015	Nemp2	Gene Expression
ENSMUSG00000041439	Mfsd6	Gene Expression
ENSMUSG00000026102	Inpp1	Gene Expression
ENSMUSG00000041426	Hibch	Gene Expression
ENSMUSG00000043629	1700019D03Rik	Gene Expression
ENSMUSG00000026100	Mstn	Gene Expression
ENSMUSG00000060715	1700019A02Rik	Gene Expression
ENSMUSG00000026098	Pms1	Gene Expression
ENSMUSG00000100763	Gm28777	Gene Expression
ENSMUSG00000026097	Ormdl1	Gene Expression
ENSMUSG00000100679	Gm28778	Gene Expression
ENSMUSG00000026096	Osgepl1	Gene Expression
ENSMUSG00000099913	Gm28551	Gene Expression
ENSMUSG00000026095	Asnsd1	Gene Expression
ENSMUSG00000096141	Dnah7a	Gene Expression
ENSMUSG00000026094	Stk17b	Gene Expression
ENSMUSG00000042807	Hecw2	Gene Expression
ENSMUSG00000025983	Ccdc150	Gene Expression
ENSMUSG00000041303	Gtf3c3	Gene Expression
ENSMUSG00000109809	Gm34066	Gene Expression
ENSMUSG00000073678	Pgap1	Gene Expression
ENSMUSG00000052331	Ankrd44	Gene Expression
ENSMUSG00000101674	4930444A19Rik	Gene Expression
ENSMUSG00000025982	Sf3b1	Gene Expression
ENSMUSG00000025981	Coq10b	Gene Expression
ENSMUSG00000025980	Hspd1	Gene Expression
ENSMUSG00000073676	Hspe1	Gene Expression
ENSMUSG00000025979	Mob4	Gene Expression
ENSMUSG00000025978	Rftn2	Gene Expression
ENSMUSG00000097649	Gm10561	Gene Expression
ENSMUSG00000046994	Mars2	Gene Expression
ENSMUSG00000025977	Boll	Gene Expression
ENSMUSG00000038349	Plcl1	Gene Expression
ENSMUSG00000099950	9130227L01Rik	Gene Expression
ENSMUSG00000100372	1700003I22Rik	Gene Expression
ENSMUSG00000101332	Gm28240	Gene Expression
ENSMUSG00000045336	Hsfy2	Gene Expression
ENSMUSG00000038331	Satb2	Gene Expression
ENSMUSG00000099945	1700126A01Rik	Gene Expression
ENSMUSG00000101429	BC055402	Gene Expression
ENSMUSG00000097519	4930558J18Rik	Gene Expression
ENSMUSG00000038323	1700066M21Rik	Gene Expression
ENSMUSG00000048495	Tyw5	Gene Expression
ENSMUSG00000025971	Maip1	Gene Expression
ENSMUSG00000038305	Spats2l	Gene Expression
ENSMUSG00000091283	Gm17234	Gene Expression
ENSMUSG00000054770	Kctd18	Gene Expression
ENSMUSG00000026039	Sgo2a	Gene Expression
ENSMUSG00000063558	Aox1	Gene Expression
ENSMUSG00000064294	Aox3	Gene Expression
ENSMUSG00000038242	Aox4	Gene Expression
ENSMUSG00000089822	Gm15759	Gene Expression
ENSMUSG00000079554	Aox2	Gene Expression
ENSMUSG00000051223	Bzw1	Gene Expression
ENSMUSG00000026034	Clk1	Gene Expression
ENSMUSG00000026035	Ppil3	Gene Expression
ENSMUSG00000026036	Nif3l1	Gene Expression
ENSMUSG00000026037	Orc2	Gene Expression
ENSMUSG00000085054	Gm15834	Gene Expression
ENSMUSG00000038174	Fam126b	Gene Expression
ENSMUSG00000026032	Ndufb3	Gene Expression
ENSMUSG00000047528	Als2cr12	Gene Expression
ENSMUSG00000026031	Cflar	Gene Expression
ENSMUSG00000026029	Casp8	Gene Expression
ENSMUSG00000026028	Trak2	Gene Expression
ENSMUSG00000026027	Stradb	Gene Expression
ENSMUSG00000047383	C2cd6b	Gene Expression
ENSMUSG00000099752	Gm29018	Gene Expression
ENSMUSG00000072295	C2cd6	Gene Expression
ENSMUSG00000038079	Tmem237	Gene Expression
ENSMUSG00000097573	G730003C15Rik	Gene Expression
ENSMUSG00000079550	Mpp4	Gene Expression
ENSMUSG00000101586	Gm29017	Gene Expression
ENSMUSG00000026024	Als2	Gene Expression
ENSMUSG00000026023	Cdk15	Gene Expression
ENSMUSG00000099922	Gm29016	Gene Expression
ENSMUSG00000041075	Fzd7	Gene Expression
ENSMUSG00000097819	Gm26813	Gene Expression
ENSMUSG00000047361	Gm973	Gene Expression
ENSMUSG00000099811	Gm28411	Gene Expression
ENSMUSG00000101409	1700122D07Rik	Gene Expression
ENSMUSG00000026021	Sumo1	Gene Expression
ENSMUSG00000026020	Nop58	Gene Expression
ENSMUSG00000067336	Bmpr2	Gene Expression
ENSMUSG00000041040	Fam117b	Gene Expression
ENSMUSG00000026018	Ica1l	Gene Expression
ENSMUSG00000026019	Wdr12	Gene Expression
ENSMUSG00000026017	Carf	Gene Expression
ENSMUSG00000073664	Nbeal1	Gene Expression
ENSMUSG00000049439	Cyp20a1	Gene Expression
ENSMUSG00000026782	Abi2	Gene Expression
ENSMUSG00000026014	Raph1	Gene Expression
ENSMUSG00000026012	Cd28	Gene Expression
ENSMUSG00000086795	Gm11579	Gene Expression
ENSMUSG00000085965	2310016D23Rik	Gene Expression
ENSMUSG00000026011	Ctla4	Gene Expression
ENSMUSG00000026009	Icos	Gene Expression
ENSMUSG00000100893	Gm28083	Gene Expression
ENSMUSG00000085248	Gm11587	Gene Expression
ENSMUSG00000085447	9530026F06Rik	Gene Expression
ENSMUSG00000086408	Gm11588	Gene Expression
ENSMUSG00000100965	Gm28449	Gene Expression
ENSMUSG00000086009	4930587A21Rik	Gene Expression
ENSMUSG00000052062	Pard3b	Gene Expression
ENSMUSG00000085842	Pard3bos1	Gene Expression
ENSMUSG00000085019	Pard3bos2	Gene Expression
ENSMUSG00000085400	Pard3bos3	Gene Expression
ENSMUSG00000100750	Gm29084	Gene Expression
ENSMUSG00000025969	Nrp2	Gene Expression
ENSMUSG00000100811	Gm29083	Gene Expression
ENSMUSG00000100426	Gm4208	Gene Expression
ENSMUSG00000040865	Ino80d	Gene Expression
ENSMUSG00000084799	Ino80dos	Gene Expression
ENSMUSG00000101599	Gm20342	Gene Expression
ENSMUSG00000025968	Ndufs1	Gene Expression
ENSMUSG00000025967	Eef1b2	Gene Expression
ENSMUSG00000046856	Gpr1	Gene Expression
ENSMUSG00000087561	Gm11608	Gene Expression
ENSMUSG00000027520	Zdbf2	Gene Expression
ENSMUSG00000025964	Adam23	Gene Expression
ENSMUSG00000115378	Gm39653	Gene Expression
ENSMUSG00000069085	Dytn	Gene Expression
ENSMUSG00000025963	Mdh1b	Gene Expression
ENSMUSG00000025962	Fastkd2	Gene Expression
ENSMUSG00000025961	4933402D24Rik	Gene Expression
ENSMUSG00000044689	Gm13749	Gene Expression
ENSMUSG00000025959	Klf7	Gene Expression
ENSMUSG00000097272	Gm26649	Gene Expression
ENSMUSG00000086836	Gm13748	Gene Expression
ENSMUSG00000101895	Gm28981	Gene Expression
ENSMUSG00000025958	Creb1	Gene Expression
ENSMUSG00000025956	Mettl21a	Gene Expression
ENSMUSG00000101832	Gm28982	Gene Expression
ENSMUSG00000100437	Gm29152	Gene Expression
ENSMUSG00000070871	Ccnyl1	Gene Expression
ENSMUSG00000045005	Fzd5	Gene Expression
ENSMUSG00000051344	Plekhm3	Gene Expression
ENSMUSG00000025955	Akr1cl	Gene Expression
ENSMUSG00000070870	Cryge	Gene Expression
ENSMUSG00000067299	Crygd	Gene Expression
ENSMUSG00000025952	Crygc	Gene Expression
ENSMUSG00000073658	Crygb	Gene Expression
ENSMUSG00000044429	Cryga	Gene Expression
ENSMUSG00000100846	Gm28845	Gene Expression
ENSMUSG00000044816	D630023F18Rik	Gene Expression
ENSMUSG00000025950	Idh1	Gene Expression
ENSMUSG00000025949	Pikfyve	Gene Expression
ENSMUSG00000025946	Pth2r	Gene Expression
ENSMUSG00000025945	Crygf	Gene Expression
ENSMUSG00000015222	Map2	Gene Expression
ENSMUSG00000073656	Gm10558	Gene Expression
ENSMUSG00000055567	Unc80	Gene Expression
ENSMUSG00000026005	Rpe	Gene Expression
ENSMUSG00000026004	Kansl1l	Gene Expression
ENSMUSG00000026003	Acadl	Gene Expression
ENSMUSG00000061816	Myl1	Gene Expression
ENSMUSG00000026000	Lancl1	Gene Expression
ENSMUSG00000025991	Cps1	Gene Expression
ENSMUSG00000086204	Gm15668	Gene Expression
ENSMUSG00000085075	Gm15669	Gene Expression
ENSMUSG00000087329	Gm15671	Gene Expression
ENSMUSG00000062209	Erbb4	Gene Expression
ENSMUSG00000099804	Gm28497	Gene Expression
ENSMUSG00000100354	Gm29113	Gene Expression
ENSMUSG00000101156	Gm29114	Gene Expression
ENSMUSG00000025997	Ikzf2	Gene Expression
ENSMUSG00000053153	Spag16	Gene Expression
ENSMUSG00000045648	Vwc2l	Gene Expression
ENSMUSG00000026196	Bard1	Gene Expression
ENSMUSG00000050296	Abca12	Gene Expression
ENSMUSG00000026192	Atic	Gene Expression
ENSMUSG00000026193	Fn1	Gene Expression
ENSMUSG00000073652	Apol7d	Gene Expression
ENSMUSG00000099707	Gm8883	Gene Expression
ENSMUSG00000101211	Gm28818	Gene Expression
ENSMUSG00000101848	4933417E11Rik	Gene Expression
ENSMUSG00000101764	4930556G22Rik	Gene Expression
ENSMUSG00000102123	Gm4319	Gene Expression
ENSMUSG00000039395	Mreg	Gene Expression
ENSMUSG00000097131	D230017M19Rik	Gene Expression
ENSMUSG00000026189	Pecr	Gene Expression
ENSMUSG00000026188	Tmem169	Gene Expression
ENSMUSG00000026187	Xrcc5	Gene Expression
ENSMUSG00000039372	March4	Gene Expression
ENSMUSG00000039354	Smarcal1	Gene Expression
ENSMUSG00000110712	Gm39662	Gene Expression
ENSMUSG00000039342	Ankar	Gene Expression
ENSMUSG00000046330	Rpl37a	Gene Expression
ENSMUSG00000039323	Igfbp2	Gene Expression
ENSMUSG00000026185	Igfbp5	Gene Expression
ENSMUSG00000101968	1700027A15Rik	Gene Expression
ENSMUSG00000026182	Tnp1	Gene Expression
ENSMUSG00000101112	Gm29185	Gene Expression
ENSMUSG00000099877	Pinc	Gene Expression
ENSMUSG00000101812	D530049I02Rik	Gene Expression
ENSMUSG00000100444	C530043A13Rik	Gene Expression
ENSMUSG00000100429	Gm29186	Gene Expression
ENSMUSG00000100301	6030407O03Rik	Gene Expression
ENSMUSG00000101344	Gm29183	Gene Expression
ENSMUSG00000055322	Tns1	Gene Expression
ENSMUSG00000061815	Rufy4	Gene Expression
ENSMUSG00000026180	Cxcr2	Gene Expression
ENSMUSG00000048480	Cxcr1	Gene Expression
ENSMUSG00000006304	Arpc2	Gene Expression
ENSMUSG00000064272	Gpbar1	Gene Expression
ENSMUSG00000006299	Aamp	Gene Expression
ENSMUSG00000101503	Gm28364	Gene Expression
ENSMUSG00000026179	Pnkd	Gene Expression
ENSMUSG00000006301	Tmbim1	Gene Expression
ENSMUSG00000073650	Catip	Gene Expression
ENSMUSG00000026177	Slc11a1	Gene Expression
ENSMUSG00000026176	Ctdsp1	Gene Expression
ENSMUSG00000026175	Vil1	Gene Expression
ENSMUSG00000033364	Usp37	Gene Expression
ENSMUSG00000026174	Cnot9	Gene Expression
ENSMUSG00000026173	Plcd4	Gene Expression
ENSMUSG00000026135	Zfp142	Gene Expression
ENSMUSG00000026172	Bcs1l	Gene Expression
ENSMUSG00000026171	Rnf25	Gene Expression
ENSMUSG00000033276	Stk36	Gene Expression
ENSMUSG00000033257	Ttll4	Gene Expression
ENSMUSG00000026170	Cyp27a1	Gene Expression
ENSMUSG00000006542	Prkag3	Gene Expression
ENSMUSG00000033227	Wnt6	Gene Expression
ENSMUSG00000099472	Gm29539	Gene Expression
ENSMUSG00000026167	Wnt10a	Gene Expression
ENSMUSG00000090071	Cdk5r2	Gene Expression
ENSMUSG00000055197	Fev	Gene Expression
ENSMUSG00000006546	Cryba2	Gene Expression
ENSMUSG00000047021	Cfap65	Gene Expression
ENSMUSG00000089653	Gm15841	Gene Expression
ENSMUSG00000006538	Ihh	Gene Expression
ENSMUSG00000026162	Nhej1	Gene Expression
ENSMUSG00000026205	Slc23a3	Gene Expression
ENSMUSG00000033159	Cnppd1	Gene Expression
ENSMUSG00000049339	Retreg2	Gene Expression
ENSMUSG00000026197	Zfand2b	Gene Expression
ENSMUSG00000026198	Abcb6	Gene Expression
